total_solutions,number_of_duplicates,number_of_problematic_solutions
35,29,0
total_solutions,number_of_duplicates,number_of_problematic_solutions
33,24,0
total_solutions,number_of_duplicates,number_of_problematic_solutions
36,24,0
total_solutions,number_of_duplicates,number_of_problematic_solutions
51,35,1
